company_name,phone,address,rating,review,website,google_maps_link
SCBC GROUP,,"
Goeman Borgesiuslaan 77, 3515 ET Utrecht, Pays-Bas","5,0",1.0,http://www.scbcgroup.nl/,https://www.google.com/maps/place/SCBC+GROUP/data=!4m7!3m6!1s0x47c66f48fc7d6f3d:0x8c304f46aa077d0b!8m2!3d52.1031179!4d5.1141316!16s%2Fg%2F11lqlyl90v!19sChIJPW99_EhvxkcRC30HqkZPMIw?authuser=0&hl=fr&rclk=1
Van Miltenburg Bouw & Onderhoud - Utrecht,,,"3,9",8.0,http://www.vanmiltenburg.nl/,https://www.google.com/maps/place/Van+Miltenburg+Bouw+%26+Onderhoud+-+Utrecht/data=!4m7!3m6!1s0x47c66f1553120733:0x639cf10bcacbee0e!8m2!3d52.0731763!4d5.0545171!16s%2Fg%2F1tdwp97g!19sChIJMwcSUxVvxkcRDu7LygvxnGM?authuser=0&hl=fr&rclk=1
Mwtotaalbouw,,"
Van Limburg Brouwerstraat 24, 3532 TT Utrecht, Pays-Bas","5,0",2.0,,https://www.google.com/maps/place/Mwtotaalbouw/data=!4m7!3m6!1s0x47c66fe77ed86009:0xc4f8c0a98205d81d!8m2!3d52.0948394!4d5.1015718!16s%2Fg%2F11f7321zqz!19sChIJCWDYfudvxkcRHdgFgqnA-MQ?authuser=0&hl=fr&rclk=1
Van Wijnen Utrecht,,"
Savannahweg 19, 3542 AW Utrecht, Pays-Bas","3,8",12.0,https://www.vanwijnen.nl/locaties/utrecht/,https://www.google.com/maps/place/Van+Wijnen+Utrecht/data=!4m7!3m6!1s0x47c66e541e7a8f3f:0x7ab95bf79dad0a18!8m2!3d52.1165129!4d5.0415678!16s%2Fg%2F11b6_7zy4h!19sChIJP496HlRuxkcRGAqtnfdbuXo?authuser=0&hl=fr&rclk=1
BB Koedam BV,,"
Krommerijn 15, 3582 CR Utrecht, Pays-Bas","4,6",49.0,http://www.bbkoedam.nl/,https://www.google.com/maps/place/BB+Koedam+BV/data=!4m7!3m6!1s0x47c66f563c58e497:0xde3c69629871f53d!8m2!3d52.080823!4d5.1256901!16s%2Fg%2F11cn3v9bqy!19sChIJl-RYPFZvxkcRPfVxmGJpPN4?authuser=0&hl=fr&rclk=1
Bouwbedrijf van Zilver,,"
Atoomweg 514a, 3542 AB Utrecht, Pays-Bas","4,7",24.0,http://bouwbedrijfvanzilver.nl/,https://www.google.com/maps/place/Bouwbedrijf+van+Zilver/data=!4m7!3m6!1s0x47c66fc0e7aa1573:0x91140fd369c68b1d!8m2!3d52.1186218!4d5.043781!16s%2Fg%2F11qvjfx4c4!19sChIJcxWq58BvxkcRHYvGadMPFJE?authuser=0&hl=fr&rclk=1
Agterberg,,"
Biltsestraatweg 76, 3573 PS Utrecht, Pays-Bas","4,2",38.0,http://www.agterberg.com/,https://www.google.com/maps/place/Agterberg/data=!4m7!3m6!1s0x47c668b8f3e8617f:0x95450be6727b5aa6!8m2!3d52.0982635!4d5.1542788!16s%2Fg%2F11bx1zb7vr!19sChIJf2Ho87hoxkcRplp7cuYLRZU?authuser=0&hl=fr&rclk=1
BILT,,"
Hooghiemstraplein 70, 3514 AX Utrecht, Pays-Bas","4,0",1.0,,https://www.google.com/maps/place/BILT/data=!4m7!3m6!1s0x47c668ec814cefc1:0x831bcedd0632295c!8m2!3d52.098652!4d5.1249032!16s%2Fg%2F11csrg5f0g!19sChIJwe9MgexoxkcRXCkyBt3OG4M?authuser=0&hl=fr&rclk=1
ML Klusflex,,"
Zuiderzeestraat 17, 3522 JT Utrecht, Pays-Bas","5,0",15.0,http://mlklusflex.nl/,https://www.google.com/maps/place/ML+Klusflex/data=!4m7!3m6!1s0x47c6654afa01901b:0x15461f573b3132c9!8m2!3d52.0717358!4d5.112305!16s%2Fg%2F11rvh83rsr!19sChIJG5AB-kplxkcRyTIxO1cfRhU?authuser=0&hl=fr&rclk=1
Onderhoudbedrijf Utrecht B.V. OBU,,"
Vlampijpstraat 149, 3534 AR Utrecht, Pays-Bas","5,0",1.0,,https://www.google.com/maps/place/Onderhoudbedrijf+Utrecht+B.V.+OBU/data=!4m7!3m6!1s0x47c66f0aad3d2247:0x1023958be7b8ef02!8m2!3d52.1030292!4d5.0861322!16s%2Fg%2F11hby37fv3!19sChIJRyI9rQpvxkcRAu-454uVIxA?authuser=0&hl=fr&rclk=1
Van Leur Groep,,"
Nautilusweg 16, 3542 AV Utrecht, Pays-Bas","4,4",8.0,https://www.vanleurgroep.nl/home.html,https://www.google.com/maps/place/Van+Leur+Groep/data=!4m7!3m6!1s0x47c66fd0f5193951:0x15f3680b02945a3b!8m2!3d52.1167914!4d5.0448611!16s%2Fg%2F1tdqmw7c!19sChIJUTkZ9dBvxkcRO1qUAgto8xU?authuser=0&hl=fr&rclk=1
A-Bouw Utrecht,,"
Spieghelstraat 2, 3521 XN Utrecht, Pays-Bas","4,8",23.0,http://www.a-bouwutrecht.nl/,https://www.google.com/maps/place/A-Bouw+Utrecht/data=!4m7!3m6!1s0x47c665eb551df423:0x3a80aaf3b71b036f!8m2!3d52.079122!4d5.1158097!16s%2Fg%2F11kk4804yx!19sChIJI_QdVetlxkcRbwMbt_OqgDo?authuser=0&hl=fr&rclk=1
Heijmans Services Utrecht,,"
Papendorpseweg 77, 3528 BJ Utrecht, Pays-Bas","3,5",2.0,http://heijmans.nl/,https://www.google.com/maps/place/Heijmans+Services+Utrecht/data=!4m7!3m6!1s0x47c665c50748a9eb:0x108162e8ec839635!8m2!3d52.063477!4d5.0833905!16s%2Fg%2F11j2g0jz5x!19sChIJ66lIB8VlxkcRNZaD7OhigRA?authuser=0&hl=fr&rclk=1
MEET-Strukton Nieuwbouw RIVM,,"
Helsinkilaan 1, 3584 CB Utrecht, Pays-Bas","4,3",34.0,https://www.rivm.nl/over-het-rivm/verhuizing-rivm-2025,https://www.google.com/maps/place/MEET-Strukton+Nieuwbouw+RIVM/data=!4m7!3m6!1s0x47c6699c3bc155a9:0x3ea71bc7363d9fe6!8m2!3d52.083312!4d5.1655!16s%2Fg%2F11nxv5c325!19sChIJqVXBO5xpxkcR5p89Nscbpz4?authuser=0&hl=fr&rclk=1
Aannemersbedrijf Hobbs,,"
Fentener van Vlissingenkade 121, 3521 AA Utrecht, Pays-Bas","5,0",3.0,,https://www.google.com/maps/place/Aannemersbedrijf+Hobbs/data=!4m7!3m6!1s0x47c66f61ae343929:0x7dc26cc16dceea55!8m2!3d52.0829741!4d5.1042932!16s%2Fg%2F11cnb0mzcl!19sChIJKTk0rmFvxkcRVerObcFswn0?authuser=0&hl=fr&rclk=1
Bockweg Sterk Werk,,"
Bloesemstraat 25, 3581 XA Utrecht, Pays-Bas","5,0",1.0,,https://www.google.com/maps/place/Bockweg+Sterk+Werk/data=!4m7!3m6!1s0x47c66f52e4830a41:0xd227001911e9862e!8m2!3d52.0879744!4d5.1332387!16s%2Fg%2F11c2pn03gl!19sChIJQQqD5FJvxkcRLobpERkAJ9I?authuser=0&hl=fr&rclk=1
BVBA Roof Service Company,,,"4,9",50.0,,https://www.google.com/maps/place/BVBA+Roof+Service+Company/data=!4m7!3m6!1s0x47c3f6ff465e992b:0x962bd32afbb35bd3!8m2!3d51.220906!4d4.4117021!16s%2Fg%2F11flkcg52s!19sChIJK5leRv_2w0cR01uz-yrTK5Y?authuser=0&hl=fr&rclk=1
PLAT DAK WERKEN Roofit,"
+32 490 11 11 11","
Flor Alpaertsstraat 75, 2600 Antwerpen, Belgique","4,9",135.0,http://www.dakwerken.be/,https://www.google.com/maps/place/PLAT+DAK+WERKEN+Roofit/data=!4m7!3m6!1s0x47c3f400f469496d:0x38540cad0e19a5b6!8m2!3d51.1828019!4d4.4422507!16s%2Fg%2F12hq09479!19sChIJbUlp9AD0w0cRtqUZDq0MVDg?authuser=0&hl=fr&rclk=1
Kijzer,"
+32 3 808 46 46","
De Burburestraat 6-8, 2000 Antwerpen, Belgique","4,8",837.0,http://www.kijzer.be/,https://www.google.com/maps/place/Kijzer/data=!4m7!3m6!1s0x47c6a97481e2f5b7:0xe0ed95fca501f008!8m2!3d51.2092893!4d4.3912484!16s%2Fg%2F11bc70xvnh!19sChIJt_XigXSpxkcRCPABpfyV7eA?authuser=0&hl=fr&rclk=1
Matrix Dakwerken Antwerpen bv,"
+32 488 85 97 13","
Sint-Lambertusstraat 116, 2600 Antwerpen, Belgique","5,0",34.0,https://matrix-dakwerken-antwerpen.be/,https://www.google.com/maps/place/Matrix+Dakwerken+Antwerpen+bv/data=!4m7!3m6!1s0x47c3f7a230a17a09:0xa7ce45d0efa230d5!8m2!3d51.1967144!4d4.4217921!16s%2Fg%2F11khc3s492!19sChIJCXqhMKL3w0cR1TCi79BFzqc?authuser=0&hl=fr&rclk=1
Franks Dakwerken Antwerpen,"
+32 489 60 50 90","
Auwersstraat 86, 2600 Antwerpen, Belgique","4,8",32.0,https://franksdakwerken.be/,https://www.google.com/maps/place/Franks+Dakwerken+Antwerpen/data=!4m7!3m6!1s0x47c3f761ace251eb:0x93c3e91234c09700!8m2!3d51.1997439!4d4.4254357!16s%2Fg%2F11wqq4d7l5!19sChIJ61HirGH3w0cRAJfANBLpw5M?authuser=0&hl=fr&rclk=1
AA Dakwerken,,"
Kouwerheide 19, 2610 Antwerpen, Belgique","4,9",99.0,https://aa-dakwerken.be/,https://www.google.com/maps/place/AA+Dakwerken/data=!4m7!3m6!1s0x47c3f1467af510dd:0xd89fe8dcea311c71!8m2!3d51.1686257!4d4.3784739!16s%2Fg%2F11c5hj85z4!19sChIJ3RD1ekbxw0cRcRwx6tzon9g?authuser=0&hl=fr&rclk=1
VT Dakwerker Antwerpen,,"
Brusselstraat 51, 2018 Antwerpen, Belgique","5,0",6.0,https://dakwerkerantwerpen.be/,https://www.google.com/maps/place/VT+Dakwerker+Antwerpen/data=!4m7!3m6!1s0x47c3f790261ed22d:0x2b2e7ff79366bef4!8m2!3d51.2019332!4d4.3907519!16s%2Fg%2F11yg1pg371!19sChIJLdIeJpD3w0cR9L5mk_d_Lis?authuser=0&hl=fr&rclk=1
Kerobo,,"
Dolfijnstraat 18, 2018 Antwerpen, Belgique","5,0",22.0,http://www.kerobo.be/,https://www.google.com/maps/place/Kerobo/data=!4m7!3m6!1s0x47c3f73379f12e47:0x169d2de73b057e6d!8m2!3d51.2067981!4d4.4329701!16s%2Fg%2F11tx_yd0qx!19sChIJRy7xeTP3w0cRbX4FO-ctnRY?authuser=0&hl=fr&rclk=1
T-ROOF B.V Dakwerken,"
+32 473 18 67 18","
Van Reyenstraat 26, 2100 Antwerpen, Belgique","4,9",27.0,https://troof.be/,https://www.google.com/maps/place/T-ROOF+B.V+Dakwerken/data=!4m7!3m6!1s0x47c3f787aa9a124d:0xc50d231134da9630!8m2!3d51.2271607!4d4.4603708!16s%2Fg%2F11btvb89gr!19sChIJTRKaqof3w0cRMJbaNBEjDcU?authuser=0&hl=fr&rclk=1
Dakwerken uit antwerpen,,"
Handelstraat 89C, 2060 Antwerpen, Belgique","5,0",4.0,https://dakwerkenuitantwerpen.be/,https://www.google.com/maps/place/Dakwerken+uit+antwerpen/data=!4m7!3m6!1s0x47c3f773087a2333:0xb7ed1ea7f224381f!8m2!3d51.2240849!4d4.4305568!16s%2Fg%2F11z0my530f!19sChIJMyN6CHP3w0cRHzgk8qce7bc?authuser=0&hl=fr&rclk=1
A12 travaux de toiture,,,"5,0",148.0,https://www.a12-dakwerken-antwerpen.be/,https://www.google.com/maps/place/A12+travaux+de+toiture/data=!4m7!3m6!1s0x47c3f6e66a0ba78f:0x3190df5a56c91e88!8m2!3d51.1866473!4d4.3609798!16s%2Fg%2F11b6dpc4cp!19sChIJj6cLaub2w0cRiB7JVlrfkDE?authuser=0&hl=fr&rclk=1
Roofing Service Dakwerken,"
+32 497 30 60 54","
Bethaniënlei 53, 2980 Zoersel, Belgique","4,7",44.0,http://www.roofingservicedakwerken.be/,https://www.google.com/maps/place/Roofing+Service+Dakwerken/data=!4m7!3m6!1s0x47c3f7aeb1a1a227:0xf4701feaca59e302!8m2!3d51.2707498!4d4.6384033!16s%2Fg%2F1td3qnk5!19sChIJJ6Khsa73w0cRAuNZyuofcPQ?authuser=0&hl=fr&rclk=1
Platinum Dakdekkers | Dakdekker Antwerpen,"
+31 85 060 2750","
Sint-Lambertusstraat 22, 2600 Antwerpen, Belgique","4,5",16.0,https://platinum-dakdekkers.nl/,https://www.google.com/maps/place/Platinum+Dakdekkers+%7C+Dakdekker+Antwerpen/data=!4m7!3m6!1s0xa25c630bf733934f:0x404ca020f0f847e7!8m2!3d51.1993192!4d4.4198754!16s%2Fg%2F11wwhj0d1l!19sChIJT5Mz9wtjXKIR50f48CCgTEA?authuser=0&hl=fr&rclk=1
Renewbuild,"
+32 488 10 09 66","
Deurneleitje 10, 2640 Mortsel, Belgique","4,7",26.0,https://www.renewbuild.be/,https://www.google.com/maps/place/Renewbuild/data=!4m7!3m6!1s0x8958d0591f00dcc9:0xcbf4eb039c4a134a!8m2!3d51.1755196!4d4.4446447!16s%2Fg%2F11lw34swpd!19sChIJydwAH1nQWIkRShNKnAPr9Ms?authuser=0&hl=fr&rclk=1
Eco Gevel,"
+32 496 21 44 70","
Boshovestraat 129, 2100 Antwerpen, Belgique","5,0",7.0,https://ecogevel.be/,https://www.google.com/maps/place/Eco+Gevel/data=!4m7!3m6!1s0x47c3f95be9ab442b:0x9ecbab333ee91c77!8m2!3d51.2230966!4d4.4699416!16s%2Fg%2F11ylgcscdp!19sChIJK0Sr6Vv5w0cRdxzpPjOry54?authuser=0&hl=fr&rclk=1
Vision Dakwerken Antwerpen,"
+32 471 64 28 70","
Kattestraat 70, 9150 Beveren-Kruibeke-Zwijndrecht, Belgique","5,0",6.0,https://visiondakwerkenantwerpen.be/,https://www.google.com/maps/place/Vision+Dakwerken+Antwerpen/data=!4m7!3m6!1s0x47c3f3161f1236f7:0x68df05d89500d8a4!8m2!3d51.1721043!4d4.3053751!16s%2Fg%2F11yrty8pq6!19sChIJ9zYSHxbzw0cRpNgAldgF32g?authuser=0&hl=fr&rclk=1
Dakwerken & Gevelwerken – Grava Group - gevelisolatie crepi spuitkurk,"
+32 15 48 54 68","
Sneeuwbeslaan 14, 2610 Antwerpen, Belgique","4,7",44.0,https://gravagroup.be/,https://www.google.com/maps/place/Dakwerken+%26+Gevelwerken+%E2%80%93+Grava+Group+-+gevelisolatie+crepi+spuitkurk/data=!4m7!3m6!1s0x47c3f180e27e0655:0x6ae7790890e1b7f4!8m2!3d51.1747359!4d4.399408!16s%2Fg%2F11x2jrr01x!19sChIJVQZ-4oDxw0cR9LfhkAh552o?authuser=0&hl=fr&rclk=1
Biwaco,"
+32 486 14 83 34","
Biekorfstraat 114, 2060 Antwerpen, Belgique","5,0",24.0,http://biwaco.be/,https://www.google.com/maps/place/Biwaco/data=!4m7!3m6!1s0x47c3f73c8489db09:0xbe0c65ff8b10460e!8m2!3d51.2282451!4d4.4275504!16s%2Fg%2F11t9v391xx!19sChIJCduJhDz3w0cRDkYQi_9lDL4?authuser=0&hl=fr&rclk=1
Tectum Roofcomfort,"
+32 2 253 11 53","
Boombekelaan 6, 2660 Antwerpen, Belgique","4,5",12.0,https://www.tectumgroup.be/,https://www.google.com/maps/place/Tectum+Roofcomfort/data=!4m7!3m6!1s0x47c3f3f48d60fbb1:0x9695de5685ae2946!8m2!3d51.1807167!4d4.3433728!16s%2Fg%2F1tmpv452!19sChIJsftgjfTzw0cRRimuhVbelZY?authuser=0&hl=fr&rclk=1
Future Build,,"
Godshuisstraat 54, 2610 Antwerpen, Belgique",,,https://future-build.be/,https://www.google.com/maps/place/Future+Build/data=!4m7!3m6!1s0x47c3f19382f57c99:0xfecf4d8165250d60!8m2!3d51.1723827!4d4.4035532!16s%2Fg%2F11yrgzpp3l!19sChIJmXz1gpPxw0cRYA0lZYFNz_4?authuser=0&hl=fr&rclk=1
Prestige Habitat roofworks SRL,"
+32 2 318 85 20","
Watertorenlaan 14, 1930 Zaventem, Belgique","5,0",69.0,https://prestige-habitat-roofworks.be/,https://www.google.com/maps/place/Prestige+Habitat+roofworks+SRL/data=!4m7!3m6!1s0x47c3ddba1a6e10af:0x948ac10b6f64303c!8m2!3d50.886029!4d4.471771!16s%2Fg%2F11xt317hk9!19sChIJrxBuGrrdw0cRPDBkbwvBipQ?authuser=0&hl=fr&rclk=1
VDK Dakwerken,"
+32 497 99 88 12","
Kersbeekstraat 21, 2060 Antwerpen, Belgique","5,0",28.0,http://vdkdakwerken.be/,https://www.google.com/maps/place/VDK+Dakwerken/data=!4m7!3m6!1s0x47c6b12897505089:0x48b192ac6d2b3a45!8m2!3d51.2211168!4d4.4387712!16s%2Fg%2F1th86bgb!19sChIJiVBQlyixxkcRRTorbaySsUg?authuser=0&hl=fr&rclk=1
Rietconcept,"
+32 491 08 56 82","
Schagendreef 38, 2930 Brasschaat, Belgique","4,9",9.0,https://antwerproofexpert.be/,https://www.google.com/maps/place/Rietconcept/data=!4m7!3m6!1s0x47c3ffae7cc05a4d:0x2c03459f0370b8fe!8m2!3d51.3106593!4d4.4907996!16s%2Fg%2F11h6r2nng1!19sChIJTVrAfK7_w0cR_rhwA59FAyw?authuser=0&hl=fr&rclk=1
Antwerps Atelier bv,"
+32 484 15 83 83","
Dries 52, 2000 Antwerpen, Belgique","4,0",10.0,http://www.antwerpsatelier.be/,https://www.google.com/maps/place/Antwerps+Atelier+bv/data=!4m7!3m6!1s0x47c3f6fdd4aeac87:0xe97b2b985dcdfb14!8m2!3d51.2242818!4d4.4030058!16s%2Fg%2F1pxw7rplp!19sChIJh6yu1P32w0cRFPvNXZgre-k?authuser=0&hl=fr&rclk=1
Roof GV BVBA,,"
Van der Delftstraat 9, 2100 Antwerpen, Belgique","5,0",1.0,http://www.qforte.be/,https://www.google.com/maps/place/Roof+GV+BVBA/data=!4m7!3m6!1s0x47c3f7a06aece9e9:0x80679a2385469d40!8m2!3d51.2222197!4d4.4409827!16s%2Fg%2F11cnc5d101!19sChIJ6ensaqD3w0cRQJ1GhSOaZ4A?authuser=0&hl=fr&rclk=1
Antwerpse Dakwerken Bvba,"
+32 3 366 32 00","
Smallandlaan 29, 2660 Antwerpen, Belgique","4,6",22.0,https://www.antwerpsedakwerken.be/,https://www.google.com/maps/place/Antwerpse+Dakwerken+Bvba/data=!4m7!3m6!1s0x47c3f743fb640d47:0x766ff6c8ac6c4131!8m2!3d51.1824799!4d4.3405581!16s%2Fg%2F11bzx52nfs!19sChIJRw1k-0P3w0cRMUFsrMj2b3Y?authuser=0&hl=fr&rclk=1
Dakwerken Van der Vorst,"
+32 483 05 97 33","
Verbindingslaan 38, 2150 Antwerpen, Belgique","4,9",48.0,https://vdvdakwerken.be/,https://www.google.com/maps/place/Dakwerken+Van+der+Vorst/data=!4m7!3m6!1s0x47c3f9c25dfa835b:0x2a885c177aeb6950!8m2!3d51.1998405!4d4.481082!16s%2Fg%2F11h3tjk21r!19sChIJW4P6XcL5w0cRUGnrehdciCo?authuser=0&hl=fr&rclk=1
Solar Power Systems,,"
Abtsdreef 143/A6, 2940 Stabroek, Belgique","4,7",279.0,,https://www.google.com/maps/place/Solar+Power+Systems/data=!4m7!3m6!1s0x47c3f815bb10155b:0xec38cf12a2be02ad!8m2!3d51.336614!4d4.355117!16s%2Fg%2F1tf7fv60!19sChIJWxUQuxX4w0cRrQK-ohLPOOw?authuser=0&hl=fr&rclk=1
MS Energy Solutions,,"
Middelmolenlaan 20, 2100 Antwerpen, Belgique","4,8",33.0,http://www.ms-energysolutions.be/,https://www.google.com/maps/place/MS+Energy+Solutions/data=!4m7!3m6!1s0x47c3f73a9676abc3:0x21572935e85f0d42!8m2!3d51.2370888!4d4.4755701!16s%2Fg%2F11js9h6xlr!19sChIJw6t2ljr3w0cRQg1f6DUpVyE?authuser=0&hl=fr&rclk=1
Global Solar,,"
Noorderlaan 109, 2030 Antwerpen, Belgique","4,6",44.0,https://globalsolar.be/,https://www.google.com/maps/place/Global+Solar/data=!4m7!3m6!1s0x418627f9e9c608c3:0xb2df42ff01b7315c!8m2!3d51.2616507!4d4.4183922!16s%2Fg%2F11vl7kkm68!19sChIJwwjG6fknhkERXDG3Af9C37I?authuser=0&hl=fr&rclk=1
Zon & Dak,,"
Ankerrui 22, 2000 Antwerpen, Belgique","4,0",80.0,https://www.zonendak.be/,https://www.google.com/maps/place/Zon+%26+Dak/data=!4m7!3m6!1s0xa31608b8c5cec991:0xc7c46783d3cccdff!8m2!3d51.2267941!4d4.4115679!16s%2Fg%2F11swcl6kj9!19sChIJkcnOxbgIFqMR_83M04NnxMc?authuser=0&hl=fr&rclk=1
Svea Solar,,"
Mastboomstraat 12, 2630 Aartselaar, Belgique","4,2",178.0,https://sveasolar.be/,https://www.google.com/maps/place/Svea+Solar/data=!4m7!3m6!1s0x47c3f7f430a7c821:0x3dceec762116c183!8m2!3d51.146331!4d4.3864529!16s%2Fg%2F11m46jfbxt!19sChIJIcinMPT3w0cRg8EWIXbszj0?authuser=0&hl=fr&rclk=1
Soly Belgie,,"
Frankrijklei 119, 2000 Antwerpen, Belgique","2,9",88.0,https://soly.be/,https://www.google.com/maps/place/Soly+Belgie/data=!4m7!3m6!1s0x47c3f7aee73fe38f:0x3f3d0108c4a28a1!8m2!3d51.2119653!4d4.4100343!16s%2Fg%2F11rz3ry3ty!19sChIJj-M_5673w0cRoShKjBDQ8wM?authuser=0&hl=fr&rclk=1
RENO-NRG,,"
Kloosterstraat 99, 2000 Antwerpen, Belgique","5,0",4.0,https://www.reno-nrg.be/,https://www.google.com/maps/place/RENO-NRG/data=!4m7!3m6!1s0xa36ba4b65bf8d903:0x945c6c84a0b58300!8m2!3d51.2148602!4d4.3945794!16s%2Fg%2F11w9fh3gc0!19sChIJA9n4W7aka6MRAIO1oIRsXJQ?authuser=0&hl=fr&rclk=1
MR Group,,,"4,7",140.0,https://www.mrsolar.be/particulier/,https://www.google.com/maps/place/MR+Group/data=!4m7!3m6!1s0x47c3f7ba05d2c739:0x2834725cb0801e45!8m2!3d51.081498!4d4.470473!16s%2Fg%2F11fmvdf6yv!19sChIJOcfSBbr3w0cRRR6AsFxyNCg?authuser=0&hl=fr&rclk=1
SOLAR WAASLAND BV,"
+32 3 219 02 52","
Schaarbeekstraat 20, 9120 Beveren-Kruibeke-Zwijndrecht, Belgique","5,0",130.0,https://solarwaasland.be/,https://www.google.com/maps/place/SOLAR+WAASLAND+BV/data=!4m7!3m6!1s0x2b7f035a213c6a57:0x73ef79ff5b6f1b1b!8m2!3d51.1982651!4d4.3102365!16s%2Fg%2F11vs98rkq6!19sChIJV2o8IVoDfysRGxtvW_9573M?authuser=0&hl=fr&rclk=1
PVA Energy,"
+32 3 336 78 79","
N11, 2180 Antwerpen, Belgique","4,0",1.0,http://www.pva-energy.be/,https://www.google.com/maps/place/PVA+Energy/data=!4m7!3m6!1s0x47c4084548fd586f:0x39328f7bf1988a0f!8m2!3d51.2938825!4d4.442782!16s%2Fg%2F11h0qb88p!19sChIJb1j9SEUIxEcRD4qY8XuPMjk?authuser=0&hl=fr&rclk=1
Ensys,,"
Lieven Gevaertstraat 1C, 2950 Kapellen, Belgique","4,9",482.0,https://ensys.be/,https://www.google.com/maps/place/Ensys/data=!4m7!3m6!1s0x47c40be8ccebf665:0xa5bd66ef0c6c12f3!8m2!3d51.2999409!4d4.4365131!16s%2Fg%2F11b6p911rz!19sChIJZfbrzOgLxEcR8xJsDO9mvaU?authuser=0&hl=fr&rclk=1
Solarunity bv,"
+32 479 64 08 44","
Richard Orlentstraat 113, 2070 Beveren-Kruibeke-Zwijndrecht, Belgique","5,0",18.0,https://www.solarunity.eu/,https://www.google.com/maps/place/Solarunity+bv/data=!4m7!3m6!1s0x47c3f52ad78c0651:0x213f41291953b9e2!8m2!3d51.2221719!4d4.3211153!16s%2Fg%2F11n145nw7x!19sChIJUQaM1yr1w0cR4rlTGSlBPyE?authuser=0&hl=fr&rclk=1
ECOnics,"
+31 6 16120380","
Vestinglaan 57, 2650 Edegem, Belgique","4,8",25.0,http://www.econics.be/,https://www.google.com/maps/place/ECOnics/data=!4m7!3m6!1s0x47c3f12899c9f40d:0xc101a96a7ea27670!8m2!3d51.1686157!4d4.4324079!16s%2Fg%2F11kj0c42jz!19sChIJDfTJmSjxw0cRcHaifmqpAcE?authuser=0&hl=fr&rclk=1
Power Company,"
+32 485 48 04 09","
Nijverheidsstraat 70, 2160 Wommelgem, Belgique","5,0",32.0,http://www.powercompany.be/,https://www.google.com/maps/place/Power+Company/data=!4m7!3m6!1s0x47c3f760e9eaf501:0xffeccdf771964619!8m2!3d51.2106386!4d4.510339!16s%2Fg%2F11h3tjln_v!19sChIJAfXq6WD3w0cRGUaWcffN7P8?authuser=0&hl=fr&rclk=1
Groenhuis Energie,"
+32 3 314 05 66","
Paulus Beyestraat 39, 2100 Antwerpen, Belgique","5,0",39.0,https://groenhuisenergie.be/,https://www.google.com/maps/place/Groenhuis+Energie/data=!4m7!3m6!1s0x2dab00180f3f613d:0x82c1dda66b8182d3!8m2!3d51.2243938!4d4.4675665!16s%2Fg%2F11wr9rbr1c!19sChIJPWE_DxgAqy0R04KBa6bdwYI?authuser=0&hl=fr&rclk=1
One Solar,,"
Nieuwlandstraat 2/F1, 9120 Beveren-Kruibeke-Zwijndrecht, Belgique","4,6",36.0,http://www.onesolar.be/,https://www.google.com/maps/place/One+Solar/data=!4m7!3m6!1s0x47c3f5e65fb573af:0x994a759c59184ebe!8m2!3d51.2068026!4d4.3149438!16s%2Fg%2F11pzgt41cy!19sChIJr3O1X-b1w0cRvk4YWZx1Spk?authuser=0&hl=fr&rclk=1
de Zonnebroeders,"
+32 3 331 33 69","
Ter Stratenweg 44J, 2520 Antwerpen, Belgique","4,9",188.0,http://zonnebroeders.be/,https://www.google.com/maps/place/de+Zonnebroeders/data=!4m7!3m6!1s0x47c3f7c4d2280c6f:0x969f0f1561fa9222!8m2!3d51.2094209!4d4.581454!16s%2Fg%2F11jjrykhdk!19sChIJbwwo0sT3w0cRIpL6YRUPn5Y?authuser=0&hl=fr&rclk=1
Enervia,"
+32 3 808 86 66","
Mechelsesteenweg 472, 2650 Edegem, Belgique","4,9",19.0,http://www.enervia.be/,https://www.google.com/maps/place/Enervia/data=!4m7!3m6!1s0x47c3f16575909ce7:0xb0798da2c796f284!8m2!3d51.163634!4d4.4556072!16s%2Fg%2F11yll24t25!19sChIJ55yQdWXxw0cRhPKWx6KNebA?authuser=0&hl=fr&rclk=1
E-Activ | Facade & Skylight Systems,"
+32 3 377 98 60","
Borsbeeksebrug 34/1, 2600 Antwerpen, Belgique","5,0",1.0,https://e-activ.be/,https://www.google.com/maps/place/E-Activ+%7C+Facade+%26+Skylight+Systems/data=!4m7!3m6!1s0x47c3f7ef114e58d9:0x69a8f8f148764e09!8m2!3d51.2002643!4d4.4342643!16s%2Fg%2F11jt3scycv!19sChIJ2VhOEe_3w0cRCU52SPH4qGk?authuser=0&hl=fr&rclk=1
DADO SYSTEMS,"
+32 476 60 54 82","
Galliardstraat 42, 2610 Antwerpen, Belgique","5,0",18.0,http://www.dadosystems.com/,https://www.google.com/maps/place/DADO+SYSTEMS/data=!4m7!3m6!1s0x47c3f13a0d44f835:0x1b62f59ff33c73a6!8m2!3d51.17234!4d4.4306666!16s%2Fg%2F1tf237hz!19sChIJNfhEDTrxw0cRpnM885_1Yhs?authuser=0&hl=fr&rclk=1
